"scenario","year","variable","value","units"
"SSP245_CH4",1850,"Ca",284.20440303028,"ppmv CO2"
"SSP245_CH4",1851,"Ca",284.416504591648,"ppmv CO2"
"SSP245_CH4",1852,"Ca",284.619478993891,"ppmv CO2"
"SSP245_CH4",1853,"Ca",284.837667042056,"ppmv CO2"
"SSP245_CH4",1854,"Ca",285.074361949939,"ppmv CO2"
"SSP245_CH4",1855,"Ca",285.305200218061,"ppmv CO2"
"SSP245_CH4",1856,"Ca",285.529611922044,"ppmv CO2"
"SSP245_CH4",1857,"Ca",285.736094537586,"ppmv CO2"
"SSP245_CH4",1858,"Ca",285.889064315823,"ppmv CO2"
"SSP245_CH4",1859,"Ca",285.993078552476,"ppmv CO2"
"SSP245_CH4",1860,"Ca",286.115248927756,"ppmv CO2"
"SSP245_CH4",1861,"Ca",286.28540665864,"ppmv CO2"
"SSP245_CH4",1862,"Ca",286.490415163717,"ppmv CO2"
"SSP245_CH4",1863,"Ca",286.677045501227,"ppmv CO2"
"SSP245_CH4",1864,"Ca",286.827311587307,"ppmv CO2"
"SSP245_CH4",1865,"Ca",286.975567627318,"ppmv CO2"
"SSP245_CH4",1866,"Ca",287.131791514372,"ppmv CO2"
"SSP245_CH4",1867,"Ca",287.294613946709,"ppmv CO2"
"SSP245_CH4",1868,"Ca",287.46034671412,"ppmv CO2"
"SSP245_CH4",1869,"Ca",287.625328482448,"ppmv CO2"
"SSP245_CH4",1870,"Ca",287.787904889752,"ppmv CO2"
"SSP245_CH4",1871,"Ca",287.946911078138,"ppmv CO2"
"SSP245_CH4",1872,"Ca",288.112541860088,"ppmv CO2"
"SSP245_CH4",1873,"Ca",288.326873178438,"ppmv CO2"
"SSP245_CH4",1874,"Ca",288.579586210155,"ppmv CO2"
"SSP245_CH4",1875,"Ca",288.827415572036,"ppmv CO2"
"SSP245_CH4",1876,"Ca",289.074107570734,"ppmv CO2"
"SSP245_CH4",1877,"Ca",289.32480658231,"ppmv CO2"
"SSP245_CH4",1878,"Ca",289.571034445316,"ppmv CO2"
"SSP245_CH4",1879,"Ca",289.815444523586,"ppmv CO2"
"SSP245_CH4",1880,"Ca",290.06676799777,"ppmv CO2"
"SSP245_CH4",1881,"Ca",290.33025585456,"ppmv CO2"
"SSP245_CH4",1882,"Ca",290.615271348405,"ppmv CO2"
"SSP245_CH4",1883,"Ca",290.890814838459,"ppmv CO2"
"SSP245_CH4",1884,"Ca",291.134510043545,"ppmv CO2"
"SSP245_CH4",1885,"Ca",291.278636964401,"ppmv CO2"
"SSP245_CH4",1886,"Ca",291.313940902287,"ppmv CO2"
"SSP245_CH4",1887,"Ca",291.364746364424,"ppmv CO2"
"SSP245_CH4",1888,"Ca",291.476400482251,"ppmv CO2"
"SSP245_CH4",1889,"Ca",291.634434039163,"ppmv CO2"
"SSP245_CH4",1890,"Ca",291.819023557131,"ppmv CO2"
"SSP245_CH4",1891,"Ca",292.005545934232,"ppmv CO2"
"SSP245_CH4",1892,"Ca",292.185948124578,"ppmv CO2"
"SSP245_CH4",1893,"Ca",292.373128645724,"ppmv CO2"
"SSP245_CH4",1894,"Ca",292.579960127067,"ppmv CO2"
"SSP245_CH4",1895,"Ca",292.813999902627,"ppmv CO2"
"SSP245_CH4",1896,"Ca",293.078776333385,"ppmv CO2"
"SSP245_CH4",1897,"Ca",293.353441576916,"ppmv CO2"
"SSP245_CH4",1898,"Ca",293.615957694967,"ppmv CO2"
"SSP245_CH4",1899,"Ca",293.867242210264,"ppmv CO2"
"SSP245_CH4",1900,"Ca",294.130338755346,"ppmv CO2"
"SSP245_CH4",1901,"Ca",294.414702354655,"ppmv CO2"
"SSP245_CH4",1902,"Ca",294.742472598366,"ppmv CO2"
"SSP245_CH4",1903,"Ca",295.101298268545,"ppmv CO2"
"SSP245_CH4",1904,"Ca",295.433286428209,"ppmv CO2"
"SSP245_CH4",1905,"Ca",295.729744820152,"ppmv CO2"
"SSP245_CH4",1906,"Ca",296.046973428993,"ppmv CO2"
"SSP245_CH4",1907,"Ca",296.443119650441,"ppmv CO2"
"SSP245_CH4",1908,"Ca",296.90009479923,"ppmv CO2"
"SSP245_CH4",1909,"Ca",297.367750738463,"ppmv CO2"
"SSP245_CH4",1910,"Ca",297.831926604939,"ppmv CO2"
"SSP245_CH4",1911,"Ca",298.309909092564,"ppmv CO2"
"SSP245_CH4",1912,"Ca",298.766861911661,"ppmv CO2"
"SSP245_CH4",1913,"Ca",299.184984120532,"ppmv CO2"
"SSP245_CH4",1914,"Ca",299.563076875505,"ppmv CO2"
"SSP245_CH4",1915,"Ca",299.88808720157,"ppmv CO2"
"SSP245_CH4",1916,"Ca",300.194952299948,"ppmv CO2"
"SSP245_CH4",1917,"Ca",300.527028278894,"ppmv CO2"
"SSP245_CH4",1918,"Ca",300.885022320298,"ppmv CO2"
"SSP245_CH4",1919,"Ca",301.245565298453,"ppmv CO2"
"SSP245_CH4",1920,"Ca",301.577777329223,"ppmv CO2"
"SSP245_CH4",1921,"Ca",301.91713340862,"ppmv CO2"
"SSP245_CH4",1922,"Ca",302.265863368545,"ppmv CO2"
"SSP245_CH4",1923,"Ca",302.610841456092,"ppmv CO2"
"SSP245_CH4",1924,"Ca",302.995475732206,"ppmv CO2"
"SSP245_CH4",1925,"Ca",303.40737803599,"ppmv CO2"
"SSP245_CH4",1926,"Ca",303.820734800293,"ppmv CO2"
"SSP245_CH4",1927,"Ca",304.226903884597,"ppmv CO2"
"SSP245_CH4",1928,"Ca",304.665897867,"ppmv CO2"
"SSP245_CH4",1929,"Ca",305.137250985192,"ppmv CO2"
"SSP245_CH4",1930,"Ca",305.625700797644,"ppmv CO2"
"SSP245_CH4",1931,"Ca",306.138270323112,"ppmv CO2"
"SSP245_CH4",1932,"Ca",306.634639390171,"ppmv CO2"
"SSP245_CH4",1933,"Ca",307.044401818339,"ppmv CO2"
"SSP245_CH4",1934,"Ca",307.400159555696,"ppmv CO2"
"SSP245_CH4",1935,"Ca",307.775276109788,"ppmv CO2"
"SSP245_CH4",1936,"Ca",308.168095043673,"ppmv CO2"
"SSP245_CH4",1937,"Ca",308.589140093111,"ppmv CO2"
"SSP245_CH4",1938,"Ca",309.034133995231,"ppmv CO2"
"SSP245_CH4",1939,"Ca",309.460377651818,"ppmv CO2"
"SSP245_CH4",1940,"Ca",309.881573350607,"ppmv CO2"
"SSP245_CH4",1941,"Ca",310.326627468876,"ppmv CO2"
"SSP245_CH4",1942,"Ca",310.775451730717,"ppmv CO2"
"SSP245_CH4",1943,"Ca",311.223523773223,"ppmv CO2"
"SSP245_CH4",1944,"Ca",311.678562172872,"ppmv CO2"
"SSP245_CH4",1945,"Ca",312.130803220603,"ppmv CO2"
"SSP245_CH4",1946,"Ca",312.531126573738,"ppmv CO2"
"SSP245_CH4",1947,"Ca",312.955116197593,"ppmv CO2"
"SSP245_CH4",1948,"Ca",313.490227179736,"ppmv CO2"
"SSP245_CH4",1949,"Ca",314.079178936873,"ppmv CO2"
"SSP245_CH4",1950,"Ca",314.671586199507,"ppmv CO2"
"SSP245_CH4",1951,"Ca",315.296985633641,"ppmv CO2"
"SSP245_CH4",1952,"Ca",316.078596525428,"ppmv CO2"
"SSP245_CH4",1953,"Ca",316.977150591428,"ppmv CO2"
"SSP245_CH4",1954,"Ca",317.874986531393,"ppmv CO2"
"SSP245_CH4",1955,"Ca",318.794863542862,"ppmv CO2"
"SSP245_CH4",1956,"Ca",319.791026558625,"ppmv CO2"
"SSP245_CH4",1957,"Ca",320.881500697616,"ppmv CO2"
"SSP245_CH4",1958,"Ca",322.032991119449,"ppmv CO2"
"SSP245_CH4",1959,"Ca",323.227642868668,"ppmv CO2"
"SSP245_CH4",1960,"Ca",324.43941058565,"ppmv CO2"
"SSP245_CH4",1961,"Ca",325.648780431975,"ppmv CO2"
"SSP245_CH4",1962,"Ca",326.87863457511,"ppmv CO2"
"SSP245_CH4",1963,"Ca",328.11164827813,"ppmv CO2"
"SSP245_CH4",1964,"Ca",329.360187856277,"ppmv CO2"
"SSP245_CH4",1965,"Ca",330.58901208203,"ppmv CO2"
"SSP245_CH4",1966,"Ca",331.797725340491,"ppmv CO2"
"SSP245_CH4",1967,"Ca",333.07676265242,"ppmv CO2"
"SSP245_CH4",1968,"Ca",334.456637456462,"ppmv CO2"
"SSP245_CH4",1969,"Ca",335.913936469195,"ppmv CO2"
"SSP245_CH4",1970,"Ca",337.394894539344,"ppmv CO2"
"SSP245_CH4",1971,"Ca",338.925277776297,"ppmv CO2"
"SSP245_CH4",1972,"Ca",340.472573768898,"ppmv CO2"
"SSP245_CH4",1973,"Ca",342.0089933154,"ppmv CO2"
"SSP245_CH4",1974,"Ca",343.59745366126,"ppmv CO2"
"SSP245_CH4",1975,"Ca",345.190426013606,"ppmv CO2"
"SSP245_CH4",1976,"Ca",346.720836588882,"ppmv CO2"
"SSP245_CH4",1977,"Ca",348.281093168449,"ppmv CO2"
"SSP245_CH4",1978,"Ca",349.939705524442,"ppmv CO2"
"SSP245_CH4",1979,"Ca",351.665058747072,"ppmv CO2"
"SSP245_CH4",1980,"Ca",353.403712676654,"ppmv CO2"
"SSP245_CH4",1981,"Ca",355.102843237125,"ppmv CO2"
"SSP245_CH4",1982,"Ca",356.739036320091,"ppmv CO2"
"SSP245_CH4",1983,"Ca",358.319041885225,"ppmv CO2"
"SSP245_CH4",1984,"Ca",359.874355264835,"ppmv CO2"
"SSP245_CH4",1985,"Ca",361.468092976394,"ppmv CO2"
"SSP245_CH4",1986,"Ca",363.150341921892,"ppmv CO2"
"SSP245_CH4",1987,"Ca",364.929738481343,"ppmv CO2"
"SSP245_CH4",1988,"Ca",366.775550985454,"ppmv CO2"
"SSP245_CH4",1989,"Ca",368.668743221443,"ppmv CO2"
"SSP245_CH4",1990,"Ca",370.618904218665,"ppmv CO2"
"SSP245_CH4",1991,"Ca",372.522228458176,"ppmv CO2"
"SSP245_CH4",1992,"Ca",374.444451506676,"ppmv CO2"
"SSP245_CH4",1993,"Ca",376.324712046731,"ppmv CO2"
"SSP245_CH4",1994,"Ca",378.022822000699,"ppmv CO2"
"SSP245_CH4",1995,"Ca",379.689056722275,"ppmv CO2"
"SSP245_CH4",1996,"Ca",381.445488489325,"ppmv CO2"
"SSP245_CH4",1997,"Ca",383.290935197485,"ppmv CO2"
"SSP245_CH4",1998,"Ca",385.50616449908,"ppmv CO2"
"SSP245_CH4",1999,"Ca",387.720321993656,"ppmv CO2"
"SSP245_CH4",2000,"Ca",389.529572158523,"ppmv CO2"
"SSP245_CH4",2001,"Ca",391.262208148953,"ppmv CO2"
"SSP245_CH4",2002,"Ca",392.906303782467,"ppmv CO2"
"SSP245_CH4",2003,"Ca",394.539204997618,"ppmv CO2"
"SSP245_CH4",2004,"Ca",396.24019891506,"ppmv CO2"
"SSP245_CH4",2005,"Ca",398.075931087561,"ppmv CO2"
"SSP245_CH4",2006,"Ca",400.101198750333,"ppmv CO2"
"SSP245_CH4",2007,"Ca",402.243521853701,"ppmv CO2"
"SSP245_CH4",2008,"Ca",404.44598132028,"ppmv CO2"
"SSP245_CH4",2009,"Ca",406.505422495001,"ppmv CO2"
"SSP245_CH4",2010,"Ca",408.438607453054,"ppmv CO2"
"SSP245_CH4",2011,"Ca",410.525611455569,"ppmv CO2"
"SSP245_CH4",2012,"Ca",412.821842303928,"ppmv CO2"
"SSP245_CH4",2013,"Ca",415.225487390004,"ppmv CO2"
"SSP245_CH4",2014,"Ca",417.683244379482,"ppmv CO2"
"SSP245_CH4",2015,"Ca",420.271847018678,"ppmv CO2"
"SSP245_CH4",2016,"Ca",422.858490180882,"ppmv CO2"
"SSP245_CH4",2017,"Ca",425.387094553709,"ppmv CO2"
"SSP245_CH4",2018,"Ca",427.934140135833,"ppmv CO2"
"SSP245_CH4",2019,"Ca",430.496983985212,"ppmv CO2"
"SSP245_CH4",2020,"Ca",433.0760870044,"ppmv CO2"
"SSP245_CH4",2021,"Ca",435.671803577317,"ppmv CO2"
"SSP245_CH4",2022,"Ca",438.283901555938,"ppmv CO2"
"SSP245_CH4",2023,"Ca",440.909160964307,"ppmv CO2"
"SSP245_CH4",2024,"Ca",443.546429290458,"ppmv CO2"
"SSP245_CH4",2025,"Ca",446.195579180689,"ppmv CO2"
"SSP245_CH4",2026,"Ca",448.856759292649,"ppmv CO2"
"SSP245_CH4",2027,"Ca",451.530187109851,"ppmv CO2"
"SSP245_CH4",2028,"Ca",454.216093397781,"ppmv CO2"
"SSP245_CH4",2029,"Ca",456.914715294417,"ppmv CO2"
"SSP245_CH4",2030,"Ca",459.626291906617,"ppmv CO2"
"SSP245_CH4",2031,"Ca",462.351066521663,"ppmv CO2"
"SSP245_CH4",2032,"Ca",465.074329747897,"ppmv CO2"
"SSP245_CH4",2033,"Ca",467.783661492202,"ppmv CO2"
"SSP245_CH4",2034,"Ca",470.480936272864,"ppmv CO2"
"SSP245_CH4",2035,"Ca",473.155844018242,"ppmv CO2"
"SSP245_CH4",2036,"Ca",475.841172157352,"ppmv CO2"
"SSP245_CH4",2037,"Ca",478.51358054976,"ppmv CO2"
"SSP245_CH4",2038,"Ca",481.174345806247,"ppmv CO2"
"SSP245_CH4",2039,"Ca",483.826904504494,"ppmv CO2"
"SSP245_CH4",2040,"Ca",486.472840181104,"ppmv CO2"
"SSP245_CH4",2041,"Ca",489.112872382362,"ppmv CO2"
"SSP245_CH4",2042,"Ca",491.73164852941,"ppmv CO2"
"SSP245_CH4",2043,"Ca",494.315212452601,"ppmv CO2"
"SSP245_CH4",2044,"Ca",496.865263102912,"ppmv CO2"
"SSP245_CH4",2045,"Ca",499.383055738957,"ppmv CO2"
"SSP245_CH4",2046,"Ca",501.869700245738,"ppmv CO2"
"SSP245_CH4",2047,"Ca",504.326259908055,"ppmv CO2"
"SSP245_CH4",2048,"Ca",506.753766558735,"ppmv CO2"
"SSP245_CH4",2049,"Ca",509.153203782065,"ppmv CO2"
"SSP245_CH4",2050,"Ca",511.525507346628,"ppmv CO2"
"SSP245_CH4",2051,"Ca",513.871582339551,"ppmv CO2"
"SSP245_CH4",2052,"Ca",516.174457472398,"ppmv CO2"
"SSP245_CH4",2053,"Ca",518.417984407818,"ppmv CO2"
"SSP245_CH4",2054,"Ca",520.604080127052,"ppmv CO2"
"SSP245_CH4",2055,"Ca",522.734301457471,"ppmv CO2"
"SSP245_CH4",2056,"Ca",524.806350133318,"ppmv CO2"
"SSP245_CH4",2057,"Ca",526.830830562518,"ppmv CO2"
"SSP245_CH4",2058,"Ca",528.804560068786,"ppmv CO2"
"SSP245_CH4",2059,"Ca",530.725099645916,"ppmv CO2"
"SSP245_CH4",2060,"Ca",532.595937265102,"ppmv CO2"
"SSP245_CH4",2061,"Ca",534.418833367999,"ppmv CO2"
"SSP245_CH4",2062,"Ca",536.192961229596,"ppmv CO2"
"SSP245_CH4",2063,"Ca",537.916649546027,"ppmv CO2"
"SSP245_CH4",2064,"Ca",539.590435843517,"ppmv CO2"
"SSP245_CH4",2065,"Ca",541.214960076873,"ppmv CO2"
"SSP245_CH4",2066,"Ca",542.790917210175,"ppmv CO2"
"SSP245_CH4",2067,"Ca",544.318968944039,"ppmv CO2"
"SSP245_CH4",2068,"Ca",545.799699207551,"ppmv CO2"
"SSP245_CH4",2069,"Ca",547.233652333408,"ppmv CO2"
"SSP245_CH4",2070,"Ca",548.621353667306,"ppmv CO2"
"SSP245_CH4",2071,"Ca",549.963317948024,"ppmv CO2"
"SSP245_CH4",2072,"Ca",551.235322146591,"ppmv CO2"
"SSP245_CH4",2073,"Ca",552.414998727376,"ppmv CO2"
"SSP245_CH4",2074,"Ca",553.504395530237,"ppmv CO2"
"SSP245_CH4",2075,"Ca",554.504952680674,"ppmv CO2"
"SSP245_CH4",2076,"Ca",555.417937825684,"ppmv CO2"
"SSP245_CH4",2077,"Ca",556.252677325339,"ppmv CO2"
"SSP245_CH4",2078,"Ca",556.990642213241,"ppmv CO2"
"SSP245_CH4",2079,"Ca",557.651860994097,"ppmv CO2"
"SSP245_CH4",2080,"Ca",558.227552599103,"ppmv CO2"
"SSP245_CH4",2081,"Ca",558.721158049453,"ppmv CO2"
"SSP245_CH4",2082,"Ca",559.122519486197,"ppmv CO2"
"SSP245_CH4",2083,"Ca",559.421372167618,"ppmv CO2"
"SSP245_CH4",2084,"Ca",559.619720756817,"ppmv CO2"
"SSP245_CH4",2085,"Ca",559.718577167233,"ppmv CO2"
"SSP245_CH4",2086,"Ca",559.719215979252,"ppmv CO2"
"SSP245_CH4",2087,"Ca",559.623350151922,"ppmv CO2"
"SSP245_CH4",2088,"Ca",559.432913158471,"ppmv CO2"
"SSP245_CH4",2089,"Ca",559.149264216504,"ppmv CO2"
"SSP245_CH4",2090,"Ca",558.773312733819,"ppmv CO2"
"SSP245_CH4",2091,"Ca",558.305902265081,"ppmv CO2"
"SSP245_CH4",2092,"Ca",557.774821504944,"ppmv CO2"
"SSP245_CH4",2093,"Ca",557.205427483594,"ppmv CO2"
"SSP245_CH4",2094,"Ca",556.597247004453,"ppmv CO2"
"SSP245_CH4",2095,"Ca",555.950210066931,"ppmv CO2"
"SSP245_CH4",2096,"Ca",555.264114516599,"ppmv CO2"
"SSP245_CH4",2097,"Ca",554.569443182619,"ppmv CO2"
"SSP245_CH4",2098,"Ca",553.800260491469,"ppmv CO2"
"SSP245_CH4",2099,"Ca",552.988563900422,"ppmv CO2"
"SSP245_CH4",2100,"Ca",552.143989846195,"ppmv CO2"
"SSP245_CH4",2101,"Ca",551.257205421628,"ppmv CO2"
"SSP245_CH4",2102,"Ca",550.378253180828,"ppmv CO2"
"SSP245_CH4",2103,"Ca",549.559340747142,"ppmv CO2"
"SSP245_CH4",2104,"Ca",548.796338893432,"ppmv CO2"
"SSP245_CH4",2105,"Ca",548.084184189594,"ppmv CO2"
"SSP245_CH4",2106,"Ca",547.422807121034,"ppmv CO2"
"SSP245_CH4",2107,"Ca",546.812973825396,"ppmv CO2"
"SSP245_CH4",2108,"Ca",546.251729414904,"ppmv CO2"
"SSP245_CH4",2109,"Ca",545.735994309354,"ppmv CO2"
"SSP245_CH4",2110,"Ca",545.26516625291,"ppmv CO2"
"SSP245_CH4",2111,"Ca",544.838336071651,"ppmv CO2"
"SSP245_CH4",2112,"Ca",544.453005880936,"ppmv CO2"
"SSP245_CH4",2113,"Ca",544.107272175652,"ppmv CO2"
"SSP245_CH4",2114,"Ca",543.800364037565,"ppmv CO2"
"SSP245_CH4",2115,"Ca",543.531012114824,"ppmv CO2"
"SSP245_CH4",2116,"Ca",543.297484238541,"ppmv CO2"
"SSP245_CH4",2117,"Ca",543.098637963533,"ppmv CO2"
"SSP245_CH4",2118,"Ca",542.93358812644,"ppmv CO2"
"SSP245_CH4",2119,"Ca",542.801014097505,"ppmv CO2"
"SSP245_CH4",2120,"Ca",542.699438639244,"ppmv CO2"
"SSP245_CH4",2121,"Ca",542.62776671579,"ppmv CO2"
"SSP245_CH4",2122,"Ca",542.585058281259,"ppmv CO2"
"SSP245_CH4",2123,"Ca",542.570156896735,"ppmv CO2"
"SSP245_CH4",2124,"Ca",542.581978034504,"ppmv CO2"
"SSP245_CH4",2125,"Ca",542.619624998524,"ppmv CO2"
"SSP245_CH4",2126,"Ca",542.682186491137,"ppmv CO2"
"SSP245_CH4",2127,"Ca",542.7686796597,"ppmv CO2"
"SSP245_CH4",2128,"Ca",542.878184176116,"ppmv CO2"
"SSP245_CH4",2129,"Ca",543.009896904052,"ppmv CO2"
"SSP245_CH4",2130,"Ca",543.163016843644,"ppmv CO2"
"SSP245_CH4",2131,"Ca",543.336725909317,"ppmv CO2"
"SSP245_CH4",2132,"Ca",543.530287324038,"ppmv CO2"
"SSP245_CH4",2133,"Ca",543.743059512773,"ppmv CO2"
"SSP245_CH4",2134,"Ca",543.974354196912,"ppmv CO2"
"SSP245_CH4",2135,"Ca",544.223438029028,"ppmv CO2"
"SSP245_CH4",2136,"Ca",544.489624754734,"ppmv CO2"
"SSP245_CH4",2137,"Ca",544.772275862381,"ppmv CO2"
"SSP245_CH4",2138,"Ca",545.070755114232,"ppmv CO2"
"SSP245_CH4",2139,"Ca",545.384455341919,"ppmv CO2"
"SSP245_CH4",2140,"Ca",545.712809314085,"ppmv CO2"
"SSP245_CH4",2141,"Ca",546.055284897129,"ppmv CO2"
"SSP245_CH4",2142,"Ca",546.411348826558,"ppmv CO2"
"SSP245_CH4",2143,"Ca",546.780496292776,"ppmv CO2"
"SSP245_CH4",2144,"Ca",547.162248770439,"ppmv CO2"
"SSP245_CH4",2145,"Ca",547.556139615375,"ppmv CO2"
"SSP245_CH4",2146,"Ca",547.96172947602,"ppmv CO2"
"SSP245_CH4",2147,"Ca",548.378593243025,"ppmv CO2"
"SSP245_CH4",2148,"Ca",548.806296005475,"ppmv CO2"
"SSP245_CH4",2149,"Ca",549.244380249376,"ppmv CO2"
"SSP245_CH4",2150,"Ca",549.69240128581,"ppmv CO2"
"SSP245_CH4",2151,"Ca",550.149970971394,"ppmv CO2"
"SSP245_CH4",2152,"Ca",550.604702126787,"ppmv CO2"
"SSP245_CH4",2153,"Ca",551.045384446029,"ppmv CO2"
"SSP245_CH4",2154,"Ca",551.472541276852,"ppmv CO2"
"SSP245_CH4",2155,"Ca",551.88619091587,"ppmv CO2"
"SSP245_CH4",2156,"Ca",552.286583438175,"ppmv CO2"
"SSP245_CH4",2157,"Ca",552.674092097001,"ppmv CO2"
"SSP245_CH4",2158,"Ca",553.048900225788,"ppmv CO2"
"SSP245_CH4",2159,"Ca",553.411133449533,"ppmv CO2"
"SSP245_CH4",2160,"Ca",553.761037173405,"ppmv CO2"
"SSP245_CH4",2161,"Ca",554.098853004191,"ppmv CO2"
"SSP245_CH4",2162,"Ca",554.424708040234,"ppmv CO2"
"SSP245_CH4",2163,"Ca",554.738741358241,"ppmv CO2"
"SSP245_CH4",2164,"Ca",555.041194627945,"ppmv CO2"
"SSP245_CH4",2165,"Ca",555.332373244193,"ppmv CO2"
"SSP245_CH4",2166,"Ca",555.612539754881,"ppmv CO2"
"SSP245_CH4",2167,"Ca",555.882227019915,"ppmv CO2"
"SSP245_CH4",2168,"Ca",556.142100488802,"ppmv CO2"
"SSP245_CH4",2169,"Ca",556.392457962634,"ppmv CO2"
"SSP245_CH4",2170,"Ca",556.633277772046,"ppmv CO2"
"SSP245_CH4",2171,"Ca",556.864488009375,"ppmv CO2"
"SSP245_CH4",2172,"Ca",557.0861913931,"ppmv CO2"
"SSP245_CH4",2173,"Ca",557.298525291033,"ppmv CO2"
"SSP245_CH4",2174,"Ca",557.501470939438,"ppmv CO2"
"SSP245_CH4",2175,"Ca",557.694917517395,"ppmv CO2"
"SSP245_CH4",2176,"Ca",557.878776747875,"ppmv CO2"
"SSP245_CH4",2177,"Ca",558.053025359309,"ppmv CO2"
"SSP245_CH4",2178,"Ca",558.217737871525,"ppmv CO2"
"SSP245_CH4",2179,"Ca",558.373028386452,"ppmv CO2"
"SSP245_CH4",2180,"Ca",558.518920287303,"ppmv CO2"
"SSP245_CH4",2181,"Ca",558.655330774888,"ppmv CO2"
"SSP245_CH4",2182,"Ca",558.782209761382,"ppmv CO2"
"SSP245_CH4",2183,"Ca",558.899540325739,"ppmv CO2"
"SSP245_CH4",2184,"Ca",559.007279635958,"ppmv CO2"
"SSP245_CH4",2185,"Ca",559.105425712572,"ppmv CO2"
"SSP245_CH4",2186,"Ca",559.194386060002,"ppmv CO2"
"SSP245_CH4",2187,"Ca",559.274628820954,"ppmv CO2"
"SSP245_CH4",2188,"Ca",559.346146789954,"ppmv CO2"
"SSP245_CH4",2189,"Ca",559.408733971696,"ppmv CO2"
"SSP245_CH4",2190,"Ca",559.462203553122,"ppmv CO2"
"SSP245_CH4",2191,"Ca",559.506408941673,"ppmv CO2"
"SSP245_CH4",2192,"Ca",559.541215914406,"ppmv CO2"
"SSP245_CH4",2193,"Ca",559.566516505251,"ppmv CO2"
"SSP245_CH4",2194,"Ca",559.582231710131,"ppmv CO2"
"SSP245_CH4",2195,"Ca",559.588882791199,"ppmv CO2"
"SSP245_CH4",2196,"Ca",559.587206586882,"ppmv CO2"
"SSP245_CH4",2197,"Ca",559.57727671412,"ppmv CO2"
"SSP245_CH4",2198,"Ca",559.558784652449,"ppmv CO2"
"SSP245_CH4",2199,"Ca",559.531369547902,"ppmv CO2"
"SSP245_CH4",2200,"Ca",559.494733637417,"ppmv CO2"
"SSP245_CH4",2201,"Ca",559.448687520501,"ppmv CO2"
"SSP245_CH4",2202,"Ca",559.393070810388,"ppmv CO2"
"SSP245_CH4",2203,"Ca",559.32771307959,"ppmv CO2"
"SSP245_CH4",2204,"Ca",559.252482839542,"ppmv CO2"
"SSP245_CH4",2205,"Ca",559.167291773821,"ppmv CO2"
"SSP245_CH4",2206,"Ca",559.072103181859,"ppmv CO2"
"SSP245_CH4",2207,"Ca",558.966909730385,"ppmv CO2"
"SSP245_CH4",2208,"Ca",558.85169995081,"ppmv CO2"
"SSP245_CH4",2209,"Ca",558.726505825194,"ppmv CO2"
"SSP245_CH4",2210,"Ca",558.591434601578,"ppmv CO2"
"SSP245_CH4",2211,"Ca",558.446580869635,"ppmv CO2"
"SSP245_CH4",2212,"Ca",558.292002533116,"ppmv CO2"
"SSP245_CH4",2213,"Ca",558.127731465706,"ppmv CO2"
"SSP245_CH4",2214,"Ca",557.953786146587,"ppmv CO2"
"SSP245_CH4",2215,"Ca",557.770181893097,"ppmv CO2"
"SSP245_CH4",2216,"Ca",557.576942742254,"ppmv CO2"
"SSP245_CH4",2217,"Ca",557.374079224508,"ppmv CO2"
"SSP245_CH4",2218,"Ca",557.161610724384,"ppmv CO2"
"SSP245_CH4",2219,"Ca",556.939491327835,"ppmv CO2"
"SSP245_CH4",2220,"Ca",556.707679822229,"ppmv CO2"
"SSP245_CH4",2221,"Ca",556.466144349066,"ppmv CO2"
"SSP245_CH4",2222,"Ca",556.214857442009,"ppmv CO2"
"SSP245_CH4",2223,"Ca",555.95379544878,"ppmv CO2"
"SSP245_CH4",2224,"Ca",555.682937688905,"ppmv CO2"
"SSP245_CH4",2225,"Ca",555.402278640934,"ppmv CO2"
"SSP245_CH4",2226,"Ca",555.11182462096,"ppmv CO2"
"SSP245_CH4",2227,"Ca",554.811590885253,"ppmv CO2"
"SSP245_CH4",2228,"Ca",554.501599416146,"ppmv CO2"
"SSP245_CH4",2229,"Ca",554.181876925426,"ppmv CO2"
"SSP245_CH4",2230,"Ca",553.85245394474,"ppmv CO2"
"SSP245_CH4",2231,"Ca",553.513364388102,"ppmv CO2"
"SSP245_CH4",2232,"Ca",553.164644791252,"ppmv CO2"
"SSP245_CH4",2233,"Ca",552.806333653032,"ppmv CO2"
"SSP245_CH4",2234,"Ca",552.438471229344,"ppmv CO2"
"SSP245_CH4",2235,"Ca",552.061094750907,"ppmv CO2"
"SSP245_CH4",2236,"Ca",551.674239444122,"ppmv CO2"
"SSP245_CH4",2237,"Ca",551.277939767026,"ppmv CO2"
"SSP245_CH4",2238,"Ca",550.872230184626,"ppmv CO2"
"SSP245_CH4",2239,"Ca",550.457145703346,"ppmv CO2"
"SSP245_CH4",2240,"Ca",550.032721906302,"ppmv CO2"
"SSP245_CH4",2241,"Ca",549.5989951053,"ppmv CO2"
"SSP245_CH4",2242,"Ca",549.156002478347,"ppmv CO2"
"SSP245_CH4",2243,"Ca",548.703782090246,"ppmv CO2"
"SSP245_CH4",2244,"Ca",548.242372846077,"ppmv CO2"
"SSP245_CH4",2245,"Ca",547.771814177815,"ppmv CO2"
"SSP245_CH4",2246,"Ca",547.292146223375,"ppmv CO2"
"SSP245_CH4",2247,"Ca",546.803410032475,"ppmv CO2"
"SSP245_CH4",2248,"Ca",546.30564766117,"ppmv CO2"
