# Output from hector version 2.5.0
year,run_name,spinup,component,variable,value,units
2162,gcam,0,forcing,FH2O,0.04132,W/m2
2162,gcam,0,forcing,FHCF141b,1.92e-05,W/m2
2162,gcam,0,forcing,FHCF142b,9.116e-06,W/m2
2162,gcam,0,forcing,FHCF22,1.038e-05,W/m2
2162,gcam,0,forcing,FHFC125,0.05412,W/m2
2162,gcam,0,forcing,FHFC134a,0.1526,W/m2
2162,gcam,0,forcing,FHFC143a,0.01551,W/m2
2162,gcam,0,forcing,FHFC227ea,1.831e-05,W/m2
2162,gcam,0,forcing,FHFC23,0,W/m2
2162,gcam,0,forcing,FHFC245fa,0.02749,W/m2
2162,gcam,0,forcing,FHFC32,0,W/m2
2162,gcam,0,forcing,FHFC4310,0.001461,W/m2
2162,gcam,0,forcing,FN2O,0.5207,W/m2
2162,gcam,0,forcing,FO3,0.4932,W/m2
2162,gcam,0,forcing,FOC,-0.3147,W/m2
2162,gcam,0,forcing,FSF6,0.04798,W/m2
2162,gcam,0,forcing,FSO2d,-0.2047,W/m2
2162,gcam,0,forcing,FSO2i,-0.4069,W/m2
2162,gcam,0,forcing,Fhalon1211,7.366e-08,W/m2
2162,gcam,0,forcing,Fhalon1301,0.0001601,W/m2
2162,gcam,0,forcing,Fhalon2402,5.403e-08,W/m2
2162,gcam,0,forcing,Ftalbedo,-0.2,W/m2
2162,gcam,0,forcing,Ftot,8.387,W/m2
2162,gcam,0,forcing,Fvol,0,W/m2
2162,gcam,0,temperature,Tgav,5.06,degC
2162,gcam,0,temperature,flux_mixed,0.1276,W/m2
2162,gcam,0,temperature,flux_interior,3.052,W/m2
2162,gcam,0,temperature,heatflux,3.027,W/m2
2162,gcam,0,slr,sl_rc,2.847,cm/yr
2162,gcam,0,slr,slr,308.7,cm
2162,gcam,0,slr,sl_rc_no_ice,0.4744,cm/yr
2162,gcam,0,slr,slr_no_ice,59.16,cm
2163,gcam,0,OH,TAU_OH,9.789,Years
2163,gcam,0,CH4,CH4,2349,ppbv CH4
2163,gcam,0,ozone,O3,44.13,DU O3
2163,gcam,0,N2O,N2O,447.6,ppbv N2O
2163,gcam,0,CF4_halocarbon,hc_concentration,189.8,pptv
2163,gcam,0,C2F6_halocarbon,hc_concentration,18.64,pptv
2163,gcam,0,HFC23_halocarbon,hc_concentration,0,pptv
2163,gcam,0,HFC32_halocarbon,hc_concentration,0,pptv
2163,gcam,0,HFC4310_halocarbon,hc_concentration,3.654,pptv
2163,gcam,0,HFC125_halocarbon,hc_concentration,235.4,pptv
2163,gcam,0,HFC134a_halocarbon,hc_concentration,953.6,pptv
2163,gcam,0,HFC143a_halocarbon,hc_concentration,119.4,pptv
2163,gcam,0,HFC227ea_halocarbon,hc_concentration,0.07032,pptv
2163,gcam,0,HFC245fa_halocarbon,hc_concentration,98.17,pptv
2163,gcam,0,SF6_halocarbon,hc_concentration,92.88,pptv
2163,gcam,0,CFC11_halocarbon,hc_concentration,14.13,pptv
2163,gcam,0,CFC12_halocarbon,hc_concentration,124.5,pptv
2163,gcam,0,CFC113_halocarbon,hc_concentration,13.11,pptv
2163,gcam,0,CFC114_halocarbon,hc_concentration,9.641,pptv
2163,gcam,0,CFC115_halocarbon,hc_concentration,7.726,pptv
2163,gcam,0,CCl4_halocarbon,hc_concentration,0.286,pptv
2163,gcam,0,CH3CCl3_halocarbon,hc_concentration,4.541e-13,pptv
2163,gcam,0,HCF22_halocarbon,hc_concentration,0.0513,pptv
2163,gcam,0,HCF141b_halocarbon,hc_concentration,0.1369,pptv
2163,gcam,0,HCF142b_halocarbon,hc_concentration,0.04531,pptv
2163,gcam,0,halon1211_halocarbon,hc_concentration,0.002437,pptv
2163,gcam,0,halon1301_halocarbon,hc_concentration,0.4993,pptv
2163,gcam,0,halon2402_halocarbon,hc_concentration,0.0001557,pptv
2163,gcam,0,CH3Br_halocarbon,hc_concentration,6.397,pptv
2163,gcam,0,CH3Cl_halocarbon,hc_concentration,502.6,pptv
2163,gcam,0,ocean,atm_ocean_flux_HL,2.119,Pg C/yr
2163,gcam,0,ocean,atm_ocean_flux_LL,4.695,Pg C/yr
2163,gcam,0,ocean,carbon_DO,2.661e+04,Pg C
2163,gcam,0,ocean,carbon_HL,151.5,Pg C
2163,gcam,0,ocean,carbon_IO,8595,Pg C
2163,gcam,0,ocean,carbon_LL,862.6,Pg C
2163,gcam,0,ocean,DIC_HL,2275,umol/kg
2163,gcam,0,ocean,DIC_LL,2286,umol/kg
2163,gcam,0,ocean,HL_DO_Cflux,107.1,Pg C/yr
2163,gcam,0,ocean,atm_ocean_flux,6.815,Pg C/yr
2163,gcam,0,ocean,OmegaAr_HL,0.9314,(unitless)
2163,gcam,0,ocean,OmegaAr_LL,2.16,(unitless)
2163,gcam,0,ocean,OmegaCa_HL,1.472,(unitless)
2163,gcam,0,ocean,OmegaCa_LL,3.259,(unitless)
2163,gcam,0,ocean,PCO2_HL,903.8,uatm
2163,gcam,0,ocean,PCO2_LL,972.1,uatm
2163,gcam,0,ocean,pH_HL,7.722,pH
2163,gcam,0,ocean,pH_LL,7.739,pH
2163,gcam,0,ocean,Temp_HL,7.06,degC
2163,gcam,0,ocean,Temp_LL,27.06,degC
2163,gcam,0,ocean,ocean_c,3.622e+04,Pg C
2163,gcam,0,ocean,CO3_HL,61.57,umol/kg
2163,gcam,0,ocean,CO3_LL,134.3,umol/kg
2163,gcam,0,ocean,ocean_timesteps,1,(unitless)
2163,gcam,0,ocean,Revelle_HL,36.95,(unitless)
2163,gcam,0,ocean,Revelle_LL,17.01,(unitless)
2163,gcam,0,simpleNbox,atm_land_flux,0.5669,Pg C/yr
2163,gcam,0,simpleNbox,npp,73.32,Pg C/yr
2163,gcam,0,simpleNbox,rh,72.86,Pg C/yr
2163,gcam,0,simpleNbox,Ca,1009,ppmv CO2
2163,gcam,0,simpleNbox,atmos_c,2160,Pg C
2163,gcam,0,simpleNbox,atmos_c_residual,0,Pg C
2163,gcam,0,simpleNbox,veg_c,705.4,Pg C
2163,gcam,0,simpleNbox,detritus_c,71.36,Pg C
2163,gcam,0,simpleNbox,soil_c,2011,Pg C
2163,gcam,0,simpleNbox,earth_c,-2880,Pg C
2163,gcam,0,forcing,FBC,0.4621,W/m2
2163,gcam,0,forcing,FC2F6,0.004847,W/m2
2163,gcam,0,forcing,FCCl4,3.718e-05,W/m2
2163,gcam,0,forcing,FCF4,0.01239,W/m2
2163,gcam,0,forcing,FCFC11,0.003532,W/m2
2163,gcam,0,forcing,FCFC113,0.003934,W/m2
2163,gcam,0,forcing,FCFC114,0.002989,W/m2
2163,gcam,0,forcing,FCFC115,0.001391,W/m2
2163,gcam,0,forcing,FCFC12,0.03983,W/m2
2163,gcam,0,forcing,FCH3Br,-4.757e-07,W/m2
2163,gcam,0,forcing,FCH3CCl3,2.724e-17,W/m2
2163,gcam,0,forcing,FCH3Cl,0.0005753,W/m2
2163,gcam,0,forcing,FCH4,0.7227,W/m2
2163,gcam,0,forcing,FCO2,6.932,W/m2
2163,gcam,0,forcing,FH2O,0.04132,W/m2
2163,gcam,0,forcing,FHCF141b,1.917e-05,W/m2
2163,gcam,0,forcing,FHCF142b,9.061e-06,W/m2
2163,gcam,0,forcing,FHCF22,1.026e-05,W/m2
2163,gcam,0,forcing,FHFC125,0.05413,W/m2
2163,gcam,0,forcing,FHFC134a,0.1526,W/m2
2163,gcam,0,forcing,FHFC143a,0.01552,W/m2
2163,gcam,0,forcing,FHFC227ea,1.828e-05,W/m2
2163,gcam,0,forcing,FHFC23,0,W/m2
2163,gcam,0,forcing,FHFC245fa,0.02749,W/m2
2163,gcam,0,forcing,FHFC32,0,W/m2
2163,gcam,0,forcing,FHFC4310,0.001462,W/m2
2163,gcam,0,forcing,FN2O,0.5221,W/m2
2163,gcam,0,forcing,FO3,0.4932,W/m2
2163,gcam,0,forcing,FOC,-0.3147,W/m2
2163,gcam,0,forcing,FSF6,0.0483,W/m2
2163,gcam,0,forcing,FSO2d,-0.2047,W/m2
2163,gcam,0,forcing,FSO2i,-0.4069,W/m2
2163,gcam,0,forcing,Fhalon1211,7.311e-08,W/m2
2163,gcam,0,forcing,Fhalon1301,0.0001598,W/m2
2163,gcam,0,forcing,Fhalon2402,5.139e-08,W/m2
2163,gcam,0,forcing,Ftalbedo,-0.2,W/m2
2163,gcam,0,forcing,Ftot,8.416,W/m2
2163,gcam,0,forcing,Fvol,0,W/m2
2163,gcam,0,temperature,Tgav,5.082,degC
2163,gcam,0,temperature,flux_mixed,0.1272,W/m2
2163,gcam,0,temperature,flux_interior,3.056,W/m2
2163,gcam,0,temperature,heatflux,3.03,W/m2
2163,gcam,0,slr,sl_rc,2.86,cm/yr
2163,gcam,0,slr,slr,311.6,cm
2163,gcam,0,slr,sl_rc_no_ice,0.476,cm/yr
2163,gcam,0,slr,slr_no_ice,59.64,cm
2164,gcam,0,OH,TAU_OH,9.789,Years
2164,gcam,0,CH4,CH4,2349,ppbv CH4
2164,gcam,0,ozone,O3,44.13,DU O3
2164,gcam,0,N2O,N2O,448.1,ppbv N2O
2164,gcam,0,CF4_halocarbon,hc_concentration,190.6,pptv
2164,gcam,0,C2F6_halocarbon,hc_concentration,18.74,pptv
2164,gcam,0,HFC23_halocarbon,hc_concentration,0,pptv
2164,gcam,0,HFC32_halocarbon,hc_concentration,0,pptv
2164,gcam,0,HFC4310_halocarbon,hc_concentration,3.654,pptv
2164,gcam,0,HFC125_halocarbon,hc_concentration,235.4,pptv
2164,gcam,0,HFC134a_halocarbon,hc_concentration,953.6,pptv
2164,gcam,0,HFC143a_halocarbon,hc_concentration,119.4,pptv
2164,gcam,0,HFC227ea_halocarbon,hc_concentration,0.07023,pptv
2164,gcam,0,HFC245fa_halocarbon,hc_concentration,98.17,pptv
2164,gcam,0,SF6_halocarbon,hc_concentration,93.51,pptv
2164,gcam,0,CFC11_halocarbon,hc_concentration,14.05,pptv
2164,gcam,0,CFC12_halocarbon,hc_concentration,124.4,pptv
2164,gcam,0,CFC113_halocarbon,hc_concentration,13.1,pptv
2164,gcam,0,CFC114_halocarbon,hc_concentration,9.648,pptv
2164,gcam,0,CFC115_halocarbon,hc_concentration,7.728,pptv
2164,gcam,0,CCl4_halocarbon,hc_concentration,0.2807,pptv
2164,gcam,0,CH3CCl3_halocarbon,hc_concentration,3.718e-13,pptv
2164,gcam,0,HCF22_halocarbon,hc_concentration,0.05078,pptv
2164,gcam,0,HCF141b_halocarbon,hc_concentration,0.1368,pptv
2164,gcam,0,HCF142b_halocarbon,hc_concentration,0.04505,pptv
2164,gcam,0,halon1211_halocarbon,hc_concentration,0.00242,pptv
2164,gcam,0,halon1301_halocarbon,hc_concentration,0.4981,pptv
2164,gcam,0,halon2402_halocarbon,hc_concentration,0.0001481,pptv
2164,gcam,0,CH3Br_halocarbon,hc_concentration,6.397,pptv
2164,gcam,0,CH3Cl_halocarbon,hc_concentration,502.6,pptv
2164,gcam,0,ocean,atm_ocean_flux_HL,2.118,Pg C/yr
2164,gcam,0,ocean,atm_ocean_flux_LL,4.707,Pg C/yr
2164,gcam,0,ocean,carbon_DO,2.661e+04,Pg C
2164,gcam,0,ocean,carbon_HL,151.6,Pg C
2164,gcam,0,ocean,carbon_IO,8597,Pg C
2164,gcam,0,ocean,carbon_LL,862.9,Pg C
2164,gcam,0,ocean,DIC_HL,2276,umol/kg
2164,gcam,0,ocean,DIC_LL,2286,umol/kg
2164,gcam,0,ocean,HL_DO_Cflux,107.1,Pg C/yr
2164,gcam,0,ocean,atm_ocean_flux,6.825,Pg C/yr
2164,gcam,0,ocean,OmegaAr_HL,0.9276,(unitless)
2164,gcam,0,ocean,OmegaAr_LL,2.153,(unitless)
2164,gcam,0,ocean,OmegaCa_HL,1.466,(unitless)
2164,gcam,0,ocean,OmegaCa_LL,3.249,(unitless)
2164,gcam,0,ocean,PCO2_HL,908.9,uatm
2164,gcam,0,ocean,PCO2_LL,977.2,uatm
2164,gcam,0,ocean,pH_HL,7.72,pH
2164,gcam,0,ocean,pH_LL,7.737,pH
2164,gcam,0,ocean,Temp_HL,7.082,degC
2164,gcam,0,ocean,Temp_LL,27.08,degC
2164,gcam,0,ocean,ocean_c,3.622e+04,Pg C
2164,gcam,0,ocean,CO3_HL,61.33,umol/kg
2164,gcam,0,ocean,CO3_LL,133.9,umol/kg
2164,gcam,0,ocean,ocean_timesteps,1,(unitless)
2164,gcam,0,ocean,Revelle_HL,37.11,(unitless)
2164,gcam,0,ocean,Revelle_LL,17.08,(unitless)
2164,gcam,0,simpleNbox,atm_land_flux,0.5334,Pg C/yr
2164,gcam,0,simpleNbox,npp,73.41,Pg C/yr
2164,gcam,0,simpleNbox,rh,72.99,Pg C/yr
2164,gcam,0,simpleNbox,Ca,1014,ppmv CO2
2164,gcam,0,simpleNbox,atmos_c,2171,Pg C
2164,gcam,0,simpleNbox,atmos_c_residual,0,Pg C
2164,gcam,0,simpleNbox,veg_c,706.4,Pg C
2164,gcam,0,simpleNbox,detritus_c,71.41,Pg C
2164,gcam,0,simpleNbox,soil_c,2010,Pg C
2164,gcam,0,simpleNbox,earth_c,-2898,Pg C
2164,gcam,0,forcing,FBC,0.4621,W/m2
2164,gcam,0,forcing,FC2F6,0.004872,W/m2
2164,gcam,0,forcing,FCCl4,3.649e-05,W/m2
2164,gcam,0,forcing,FCF4,0.01244,W/m2
2164,gcam,0,forcing,FCFC11,0.003513,W/m2
2164,gcam,0,forcing,FCFC113,0.003931,W/m2
2164,gcam,0,forcing,FCFC114,0.002991,W/m2
2164,gcam,0,forcing,FCFC115,0.001391,W/m2
2164,gcam,0,forcing,FCFC12,0.03982,W/m2
2164,gcam,0,forcing,FCH3Br,-4.7e-07,W/m2
2164,gcam,0,forcing,FCH3CCl3,2.231e-17,W/m2
2164,gcam,0,forcing,FCH3Cl,0.0005753,W/m2
2164,gcam,0,forcing,FCH4,0.7227,W/m2
2164,gcam,0,forcing,FCO2,6.959,W/m2
2164,gcam,0,forcing,FH2O,0.04131,W/m2
2164,gcam,0,forcing,FHCF141b,1.915e-05,W/m2
2164,gcam,0,forcing,FHCF142b,9.01e-06,W/m2
2164,gcam,0,forcing,FHCF22,1.016e-05,W/m2
2164,gcam,0,forcing,FHFC125,0.05415,W/m2
2164,gcam,0,forcing,FHFC134a,0.1526,W/m2
2164,gcam,0,forcing,FHFC143a,0.01552,W/m2
2164,gcam,0,forcing,FHFC227ea,1.826e-05,W/m2
2164,gcam,0,forcing,FHFC23,0,W/m2
2164,gcam,0,forcing,FHFC245fa,0.02749,W/m2
2164,gcam,0,forcing,FHFC32,0,W/m2
2164,gcam,0,forcing,FHFC4310,0.001462,W/m2
2164,gcam,0,forcing,FN2O,0.5234,W/m2
2164,gcam,0,forcing,FO3,0.4932,W/m2
2164,gcam,0,forcing,FOC,-0.3147,W/m2
2164,gcam,0,forcing,FSF6,0.04862,W/m2
2164,gcam,0,forcing,FSO2d,-0.2047,W/m2
2164,gcam,0,forcing,FSO2i,-0.4069,W/m2
2164,gcam,0,forcing,Fhalon1211,7.259e-08,W/m2
2164,gcam,0,forcing,Fhalon1301,0.0001594,W/m2
2164,gcam,0,forcing,Fhalon2402,4.889e-08,W/m2
2164,gcam,0,forcing,Ftalbedo,-0.2,W/m2
2164,gcam,0,forcing,Ftot,8.445,W/m2
2164,gcam,0,forcing,Fvol,0,W/m2
2164,gcam,0,temperature,Tgav,5.104,degC
2164,gcam,0,temperature,flux_mixed,0.1269,W/m2
2164,gcam,0,temperature,flux_interior,3.059,W/m2
2164,gcam,0,temperature,heatflux,3.033,W/m2
2164,gcam,0,slr,sl_rc,2.873,cm/yr
2164,gcam,0,slr,slr,314.5,cm
2164,gcam,0,slr,sl_rc_no_ice,0.4776,cm/yr
2164,gcam,0,slr,slr_no_ice,60.12,cm
2165,gcam,0,OH,TAU_OH,9.789,Years
2165,gcam,0,CH4,CH4,2349,ppbv CH4
2165,gcam,0,ozone,O3,44.13,DU O3
2165,gcam,0,N2O,N2O,448.6,ppbv N2O
2165,gcam,0,CF4_halocarbon,hc_concentration,191.3,pptv
2165,gcam,0,C2F6_halocarbon,hc_concentration,18.84,pptv
2165,gcam,0,HFC23_halocarbon,hc_concentration,0,pptv
2165,gcam,0,HFC32_halocarbon,hc_concentration,0,pptv
2165,gcam,0,HFC4310_halocarbon,hc_concentration,3.654,pptv
2165,gcam,0,HFC125_halocarbon,hc_concentration,235.5,pptv
2165,gcam,0,HFC134a_halocarbon,hc_concentration,953.7,pptv
2165,gcam,0,HFC143a_halocarbon,hc_concentration,119.4,pptv
2165,gcam,0,HFC227ea_halocarbon,hc_concentration,0.07014,pptv
2165,gcam,0,HFC245fa_halocarbon,hc_concentration,98.17,pptv
2165,gcam,0,SF6_halocarbon,hc_concentration,94.13,pptv
2165,gcam,0,CFC11_halocarbon,hc_concentration,13.98,pptv
2165,gcam,0,CFC12_halocarbon,hc_concentration,124.4,pptv
2165,gcam,0,CFC113_halocarbon,hc_concentration,13.09,pptv
2165,gcam,0,CFC114_halocarbon,hc_concentration,9.655,pptv
2165,gcam,0,CFC115_halocarbon,hc_concentration,7.729,pptv
2165,gcam,0,CCl4_halocarbon,hc_concentration,0.2756,pptv
2165,gcam,0,CH3CCl3_halocarbon,hc_concentration,3.044e-13,pptv
2165,gcam,0,HCF22_halocarbon,hc_concentration,0.05029,pptv
2165,gcam,0,HCF141b_halocarbon,hc_concentration,0.1366,pptv
2165,gcam,0,HCF142b_halocarbon,hc_concentration,0.04481,pptv
2165,gcam,0,halon1211_halocarbon,hc_concentration,0.002403,pptv
2165,gcam,0,halon1301_halocarbon,hc_concentration,0.497,pptv
2165,gcam,0,halon2402_halocarbon,hc_concentration,0.0001409,pptv
2165,gcam,0,CH3Br_halocarbon,hc_concentration,6.398,pptv
2165,gcam,0,CH3Cl_halocarbon,hc_concentration,502.6,pptv
2165,gcam,0,ocean,atm_ocean_flux_HL,2.118,Pg C/yr
2165,gcam,0,ocean,atm_ocean_flux_LL,4.718,Pg C/yr
2165,gcam,0,ocean,carbon_DO,2.662e+04,Pg C
2165,gcam,0,ocean,carbon_HL,151.6,Pg C
2165,gcam,0,ocean,carbon_IO,8598,Pg C
2165,gcam,0,ocean,carbon_LL,863.2,Pg C
2165,gcam,0,ocean,DIC_HL,2276,umol/kg
2165,gcam,0,ocean,DIC_LL,2287,umol/kg
2165,gcam,0,ocean,HL_DO_Cflux,107.2,Pg C/yr
2165,gcam,0,ocean,atm_ocean_flux,6.835,Pg C/yr
2165,gcam,0,ocean,OmegaAr_HL,0.9239,(unitless)
2165,gcam,0,ocean,OmegaAr_LL,2.147,(unitless)
2165,gcam,0,ocean,OmegaCa_HL,1.46,(unitless)
2165,gcam,0,ocean,OmegaCa_LL,3.238,(unitless)
2165,gcam,0,ocean,PCO2_HL,914,uatm
2165,gcam,0,ocean,PCO2_LL,982.3,uatm
2165,gcam,0,ocean,pH_HL,7.718,pH
2165,gcam,0,ocean,pH_LL,7.735,pH
2165,gcam,0,ocean,Temp_HL,7.104,degC
2165,gcam,0,ocean,Temp_LL,27.1,degC
2165,gcam,0,ocean,ocean_c,3.623e+04,Pg C
2165,gcam,0,ocean,CO3_HL,61.08,umol/kg
2165,gcam,0,ocean,CO3_LL,133.5,umol/kg
2165,gcam,0,ocean,ocean_timesteps,1,(unitless)
2165,gcam,0,ocean,Revelle_HL,37.27,(unitless)
2165,gcam,0,ocean,Revelle_LL,17.14,(unitless)
2165,gcam,0,simpleNbox,atm_land_flux,0.4999,Pg C/yr
2165,gcam,0,simpleNbox,npp,73.51,Pg C/yr
2165,gcam,0,simpleNbox,rh,73.11,Pg C/yr
2165,gcam,0,simpleNbox,Ca,1019,ppmv CO2
2165,gcam,0,simpleNbox,atmos_c,2182,Pg C
2165,gcam,0,simpleNbox,atmos_c_residual,0,Pg C
2165,gcam,0,simpleNbox,veg_c,707.4,Pg C
2165,gcam,0,simpleNbox,detritus_c,71.47,Pg C
2165,gcam,0,simpleNbox,soil_c,2010,Pg C
2165,gcam,0,simpleNbox,earth_c,-2917,Pg C
2165,gcam,0,forcing,FBC,0.4621,W/m2
2165,gcam,0,forcing,FC2F6,0.004898,W/m2
2165,gcam,0,forcing,FCCl4,3.582e-05,W/m2
2165,gcam,0,forcing,FCF4,0.0125,W/m2
2165,gcam,0,forcing,FCFC11,0.003495,W/m2
2165,gcam,0,forcing,FCFC113,0.003928,W/m2
2165,gcam,0,forcing,FCFC114,0.002993,W/m2
2165,gcam,0,forcing,FCFC115,0.001391,W/m2
2165,gcam,0,forcing,FCFC12,0.03981,W/m2
2165,gcam,0,forcing,FCH3Br,-4.64e-07,W/m2
2165,gcam,0,forcing,FCH3CCl3,1.826e-17,W/m2
2165,gcam,0,forcing,FCH3Cl,0.0005753,W/m2
2165,gcam,0,forcing,FCH4,0.7227,W/m2
2165,gcam,0,forcing,FCO2,6.987,W/m2
2165,gcam,0,forcing,FH2O,0.04131,W/m2
2165,gcam,0,forcing,FHCF141b,1.912e-05,W/m2
2165,gcam,0,forcing,FHCF142b,8.962e-06,W/m2
2165,gcam,0,forcing,FHCF22,1.006e-05,W/m2
2165,gcam,0,forcing,FHFC125,0.05416,W/m2
2165,gcam,0,forcing,FHFC134a,0.1526,W/m2
2165,gcam,0,forcing,FHFC143a,0.01553,W/m2
2165,gcam,0,forcing,FHFC227ea,1.824e-05,W/m2
2165,gcam,0,forcing,FHFC23,0,W/m2
2165,gcam,0,forcing,FHFC245fa,0.02749,W/m2
2165,gcam,0,forcing,FHFC32,0,W/m2
2165,gcam,0,forcing,FHFC4310,0.001462,W/m2
2165,gcam,0,forcing,FN2O,0.5247,W/m2
2165,gcam,0,forcing,FO3,0.4932,W/m2
2165,gcam,0,forcing,FOC,-0.3147,W/m2
2165,gcam,0,forcing,FSF6,0.04895,W/m2
2165,gcam,0,forcing,FSO2d,-0.2047,W/m2
2165,gcam,0,forcing,FSO2i,-0.4069,W/m2
2165,gcam,0,forcing,Fhalon1211,7.21e-08,W/m2
2165,gcam,0,forcing,Fhalon1301,0.000159,W/m2
2165,gcam,0,forcing,Fhalon2402,4.65e-08,W/m2
2165,gcam,0,forcing,Ftalbedo,-0.2,W/m2
2165,gcam,0,forcing,Ftot,8.474,W/m2
2165,gcam,0,forcing,Fvol,0,W/m2
2165,gcam,0,temperature,Tgav,5.126,degC
2165,gcam,0,temperature,flux_mixed,0.1266,W/m2
2165,gcam,0,temperature,flux_interior,3.062,W/m2
2165,gcam,0,temperature,heatflux,3.036,W/m2
2165,gcam,0,slr,sl_rc,2.885,cm/yr
2165,gcam,0,slr,slr,317.4,cm
2165,gcam,0,slr,sl_rc_no_ice,0.4792,cm/yr
2165,gcam,0,slr,slr_no_ice,60.6,cm
2166,gcam,0,OH,TAU_OH,9.789,Years
2166,gcam,0,CH4,CH4,2349,ppbv CH4
2166,gcam,0,ozone,O3,44.13,DU O3
2166,gcam,0,N2O,N2O,449.1,ppbv N2O
2166,gcam,0,CF4_halocarbon,hc_concentration,192,pptv
2166,gcam,0,C2F6_halocarbon,hc_concentration,18.94,pptv
2166,gcam,0,HFC23_halocarbon,hc_concentration,0,pptv
2166,gcam,0,HFC32_halocarbon,hc_concentration,0,pptv
2166,gcam,0,HFC4310_halocarbon,hc_concentration,3.654,pptv
2166,gcam,0,HFC125_halocarbon,hc_concentration,235.5,pptv
2166,gcam,0,HFC134a_halocarbon,hc_concentration,953.8,pptv
2166,gcam,0,HFC143a_halocarbon,hc_concentration,119.5,pptv
2166,gcam,0,HFC227ea_halocarbon,hc_concentration,0.07005,pptv
2166,gcam,0,HFC245fa_halocarbon,hc_concentration,98.17,pptv
2166,gcam,0,SF6_halocarbon,hc_concentration,94.75,pptv
2166,gcam,0,CFC11_halocarbon,hc_concentration,13.91,pptv
2166,gcam,0,CFC12_halocarbon,hc_concentration,124.4,pptv
2166,gcam,0,CFC113_halocarbon,hc_concentration,13.08,pptv
2166,gcam,0,CFC114_halocarbon,hc_concentration,9.662,pptv
2166,gcam,0,CFC115_halocarbon,hc_concentration,7.731,pptv
2166,gcam,0,CCl4_halocarbon,hc_concentration,0.2706,pptv
2166,gcam,0,CH3CCl3_halocarbon,hc_concentration,2.492e-13,pptv
2166,gcam,0,HCF22_halocarbon,hc_concentration,0.04985,pptv
2166,gcam,0,HCF141b_halocarbon,hc_concentration,0.1365,pptv
2166,gcam,0,HCF142b_halocarbon,hc_concentration,0.04458,pptv
2166,gcam,0,halon1211_halocarbon,hc_concentration,0.002388,pptv
2166,gcam,0,halon1301_halocarbon,hc_concentration,0.4959,pptv
2166,gcam,0,halon2402_halocarbon,hc_concentration,0.000134,pptv
2166,gcam,0,CH3Br_halocarbon,hc_concentration,6.398,pptv
2166,gcam,0,CH3Cl_halocarbon,hc_concentration,502.6,pptv
2166,gcam,0,ocean,atm_ocean_flux_HL,2.117,Pg C/yr
2166,gcam,0,ocean,atm_ocean_flux_LL,4.728,Pg C/yr
2166,gcam,0,ocean,carbon_DO,2.662e+04,Pg C
2166,gcam,0,ocean,carbon_HL,151.7,Pg C
2166,gcam,0,ocean,carbon_IO,8600,Pg C
2166,gcam,0,ocean,carbon_LL,863.5,Pg C
2166,gcam,0,ocean,DIC_HL,2277,umol/kg
2166,gcam,0,ocean,DIC_LL,2288,umol/kg
2166,gcam,0,ocean,HL_DO_Cflux,107.2,Pg C/yr
2166,gcam,0,ocean,atm_ocean_flux,6.845,Pg C/yr
2166,gcam,0,ocean,OmegaAr_HL,0.9202,(unitless)
2166,gcam,0,ocean,OmegaAr_LL,2.14,(unitless)
2166,gcam,0,ocean,OmegaCa_HL,1.455,(unitless)
2166,gcam,0,ocean,OmegaCa_LL,3.228,(unitless)
2166,gcam,0,ocean,PCO2_HL,919.2,uatm
2166,gcam,0,ocean,PCO2_LL,987.4,uatm
2166,gcam,0,ocean,pH_HL,7.715,pH
2166,gcam,0,ocean,pH_LL,7.733,pH
2166,gcam,0,ocean,Temp_HL,7.126,degC
2166,gcam,0,ocean,Temp_LL,27.13,degC
2166,gcam,0,ocean,ocean_c,3.624e+04,Pg C
2166,gcam,0,ocean,CO3_HL,60.84,umol/kg
2166,gcam,0,ocean,CO3_LL,133,umol/kg
2166,gcam,0,ocean,ocean_timesteps,1,(unitless)
2166,gcam,0,ocean,Revelle_HL,37.43,(unitless)
2166,gcam,0,ocean,Revelle_LL,17.2,(unitless)
2166,gcam,0,simpleNbox,atm_land_flux,0.4666,Pg C/yr
2166,gcam,0,simpleNbox,npp,73.6,Pg C/yr
2166,gcam,0,simpleNbox,rh,73.24,Pg C/yr
2166,gcam,0,simpleNbox,Ca,1024,ppmv CO2
2166,gcam,0,simpleNbox,atmos_c,2193,Pg C
2166,gcam,0,simpleNbox,atmos_c_residual,0,Pg C
2166,gcam,0,simpleNbox,veg_c,708.4,Pg C
2166,gcam,0,simpleNbox,detritus_c,71.52,Pg C
2166,gcam,0,simpleNbox,soil_c,2009,Pg C
2166,gcam,0,simpleNbox,earth_c,-2935,Pg C
2166,gcam,0,forcing,FBC,0.4621,W/m2
2166,gcam,0,forcing,FC2F6,0.004923,W/m2
2166,gcam,0,forcing,FCCl4,3.518e-05,W/m2
2166,gcam,0,forcing,FCF4,0.01256,W/m2
2166,gcam,0,forcing,FCFC11,0.003477,W/m2
2166,gcam,0,forcing,FCFC113,0.003925,W/m2
2166,gcam,0,forcing,FCFC114,0.002995,W/m2
2166,gcam,0,forcing,FCFC115,0.001392,W/m2
2166,gcam,0,forcing,FCFC12,0.0398,W/m2
2166,gcam,0,forcing,FCH3Br,-4.582e-07,W/m2
2166,gcam,0,forcing,FCH3CCl3,1.495e-17,W/m2
2166,gcam,0,forcing,FCH3Cl,0.0005753,W/m2
2166,gcam,0,forcing,FCH4,0.7227,W/m2
