;SSP126 emissions
 ;https://www.rcmip.org/
 "Date","BC_emissions","C2F6_emissions","CCl4_emissions","CF4_emissions","CFC11_emissions","CFC113_emissions","CFC114_emissions","CFC115_emissions","CFC12_emissions","CH3Br_emissions","CH3CCl3_emissions","CH3Cl_emissions","CH4_emissions","CO_emissions","ffi_emissions","halon1211_emissions","halon1301_emissions","halon2402_emissions","HCFC141b_emissions","HCFC142b_emissions","HCFC22_emissions","HFC125_emissions","HFC134a_emissions","HFC143a_emissions","HFC227ea_emissions","HFC23_emissions","HFC245fa_emissions","HFC32_emissions","HFC4310_emissions","luc_emissions","N2O_emissions","NOX_emissions","OC_emissions","SF6_emissions","SO2_emissions","NMVOC_emissions"
"1810",2.27952371575895,0,0.024856862,0.010071225,0,0,0,0,0,104.93988,0,4267.9729,29.4245324188519,374.718011905074,0.25261724015597,0.0077232726,0,0,0,0,0,0,0,0,3.0012296e-06,0,0,0.00021235282,0,0.242210860337357,0.0841518736876403,4.14100082465734,16.5253880814015,0,1410.88985283034,62.9735166544952
"1811",2.25253023597381,0,0.024856862,0.010071225,0,0,0,0,0,104.96903,0,4269.505,29.4057875581968,369.269486307912,0.257675073891987,0.0077232726,0,0,0,0,0,0,0,0,3.0381873e-06,0,0,0.00021651886,0,0.24666684255469,0.0857416930441634,4.09621455552167,16.1888655707127,0,1400.40658959187,61.8296059956191
"1812",2.22800693451288,0,0.024856862,0.010071225,0,0,0,0,0,104.99029,0,4270.6225,29.4202984968499,364.580687471872,0.262593813077441,0.0077232726,0,0,0,0,0,0,0,0,3.0749001e-06,0,0,0.00022065669,0,0.251204802010755,0.0873615476866001,4.05152116895352,15.9290506279897,0,1391.62454827501,60.8574699668142
"1813",2.23199685903048,0,0.024856862,0.010071225,0,0,0,0,0,104.97005,0,4269.5589,29.7784760297943,365.913887420596,0.267268394352272,0.0077232726,0,0,0,0,0,0,0,0,3.110098e-06,0,0,0.00022461994,0,0.255826246850634,0.0890120050494808,4.01817640294225,16.064915035547,0,1397.05325365414,61.1361301985127
"1814",2.29157969130028,0,0.024856862,0.010071225,0,0,0,0,0,104.93884,0,4267.9182,30.5478518581367,377.985541679142,0.272229341400531,0.0077232726,0,0,0,0,0,0,0,0,3.1448486e-06,0,0,0.00022853159,0,0.260532712964935,0.0906936432874583,4.12561613394435,16.7199234855389,0,1445.73355720388,63.4919282288462
"1815",2.28732469362944,0,0.024856862,0.010071225,0,0,0,0,0,104.94955,0,4268.4808,30.6443395408772,375.580664795567,0.277412557429233,0.0077232726,0,0,0,0,0,0,0,0,3.1811772e-06,0,0,0.00023262515,0,0.265325764500232,0.0924070514778356,4.15815050218229,16.4874968819337,0,1439.46296921084,62.871575698723
"1816",2.26102199999803,0,0.024856862,0.010071225,0,0,0,0,0,104.93504,0,4267.7184,30.7998562190583,371.62982276874,0.283581453280118,0.0077232726,0,0,0,0,0,0,0,0,3.2165261e-06,0,0,0.00023660577,0,0.270206994378886,0.0941528298269191,4.04108898025092,16.3950338505207,0,1446.1303784683,62.1464325187357
"1817",2.29618056912716,0,0.024856862,0.010071225,0,0,0,0,0,104.95336,0,4268.6815,31.198395410103,376.442944128395,0.289139670838874,0.0077232726,0,0,0,0,0,0,0,0,3.2531745e-06,0,0,0.00024073619,0,0.275178024828448,0.0959315898802706,4.1614999261311,16.5172286455556,0,1468.56602390733,62.941531008707
"1818",2.33549010475926,0,0.024856862,0.010071225,0,0,0,0,0,104.94012,0,4267.9855,31.6876083194051,383.91420960179,0.29428684421523,0.0077232726,0,0,0,0,0,0,0,0,3.2885565e-06,0,0,0.00024472062,0,0.280240507920777,0.097743954736932,4.29539417589443,16.8496488829493,0,1499.81775014117,64.2676804893198
"1819",2.30412948240945,0,0.024856862,0.010071225,0,0,0,0,0,104.92235,0,4267.0511,31.8454413501205,378.332583834446,0.299508585399501,0.0077232726,0,0,0,0,0,0,0,0,3.3237292e-06,0,0,0.00024868094,0,0.285396126121102,0.0995905592676961,4.14301571004837,16.6651982118601,0,1476.93779670299,63.2575892735396
"1820",2.32104876587155,0,0.024856862,0.010071225,0,0,0,0,0,104.88909,0,4265.3029,32.333394668844,382.419748279282,0.30497464430157,0.0077232726,0,0,0,0,0,0,0,0,3.3582175e-06,0,0,0.0002525624,0,0.290646592847161,0.101472050337502,4.13783426663737,16.9635644094755,0,1496.62190582296,64.0766432984354
"1821",2.33348377721098,0,0.024856862,0.010071225,0,0,0,0,0,104.93899,0,4267.9261,32.5213886326121,382.897534100888,0.310546904322997,0.0077232726,0,0,0,0,0,0,0,0,3.396252e-06,0,0,0.00025685255,0,0.295993653038647,0.103389087032032,4.21222672129276,16.8601003225413,0,1502.48091877709,63.9874490875823
"1822",2.30251511751705,0,0.024856862,0.010071225,0,0,0,0,0,104.92104,0,4266.9822,32.7345105197076,378.670800440073,0.316563298884139,0.0077232726,0,0,0,0,0,0,0,0,3.4313761e-06,0,0,0.00026080728,0,0.301439083737117,0.105342340888588,4.04644615900557,16.7962980794967,0,1495.97325590391,63.2272465302446
