Date,BC_emissions,C2F6_emissions,CCl4_emissions,CF4_emissions,CFC11_emissions,CFC113_emissions,CFC114_emissions,CFC115_emissions,CFC12_emissions,CH3Br_emissions,CH3CCl3_emissions,CH3Cl_emissions,CH4_emissions,CO_emissions,ffi_emissions,halon1211_emissions,halon1301_emissions,halon2402_emissions,HCFC141b_emissions,HCFC142b_emissions,HCFC22_emissions,HFC125_emissions,HFC134a_emissions,HFC143a_emissions,HFC227ea_emissions,HFC23_emissions,HFC245fa_emissions,HFC32_emissions,HFC4310_emissions,luc_emissions,N2O_emissions,NOX_emissions,OC_emissions,SF6_emissions,SO2_emissions,NMVOC_emissions
1789,2.207664632,0,0.024856862,0.010071225,0,0,0,0,0,105.0242,0,4272.405,24.71707284,363.4416446,0.170468319,0.007723273,0,0,0,0,0,0,0,0,2.25E-06,0,0,0.000127579,0,0.165170773,0.056802864,4.088213639,16.00040861,0,1297.895013,61.63229238
1790,2.216436996,0,0.024856862,0.010071225,0,0,0,0,0,104.99139,0,4270.6805,24.94220857,364.8802164,0.173509112,0.007723273,0,0,0,0,0,0,0,0,2.28E-06,0,0,0.000131556,0,0.16820944,0.057875999,4.115507951,16.05674391,0,1301.751406,61.84599181
1791,2.172583556,0,0.024856862,0.010071225,0,0,0,0,0,105.02128,0,4272.2515,24.77843217,356.6583862,0.177220607,0.007723273,0,0,0,0,0,0,0,0,2.32E-06,0,0,0.000135678,0,0.171304009,0.058969407,4.022387666,15.61644988,0,1281.766539,60.2187392
1792,2.161650793,0,0.024856862,0.010071225,0,0,0,0,0,105.04466,0,4273.4807,24.81889294,354.2515376,0.180550627,0.007723273,0,0,0,0,0,0,0,0,2.36E-06,0,0,0.000139789,0,0.174455509,0.060083473,4.026622317,15.44666919,0,1276.945651,59.70568574
1793,2.153273834,0,0.024856862,0.010071225,0,0,0,0,0,105.02605,0,4272.5025,25.03153141,353.3723093,0.183766373,0.007723273,0,0,0,0,0,0,0,0,2.39E-06,0,0,0.000143796,0,0.177664988,0.061218586,3.970141372,15.47797954,0,1273.692538,59.5849395
1794,2.213843116,0,0.024856862,0.010071225,0,0,0,0,0,104.98417,0,4270.301,25.76753778,365.721914,0.187022242,0.007723273,0,0,0,0,0,0,0,0,2.43E-06,0,0,0.000147737,0,0.180933512,0.062375143,4.078694206,16.16525997,0,1320.299025,62.03822453
1795,2.202692273,0,0.024856862,0.010071225,0,0,0,0,0,105.01093,0,4271.7076,25.77334281,362.1921227,0.190354409,0.007723273,0,0,0,0,0,0,0,0,2.46E-06,0,0,0.000151861,0,0.184262168,0.063553551,4.096591822,15.88313195,0,1304.063301,61.24273214
1796,2.153154616,0,0.024856862,0.010071225,0,0,0,0,0,104.99978,0,4271.1214,25.74058407,354.4783029,0.194044574,0.007723273,0,0,0,0,0,0,0,0,2.50E-06,0,0,0.000155881,0,0.187652061,0.064754221,3.919418673,15.6283698,0,1283.408726,59.86424243
1797,2.213475036,0,0.024856862,0.010071225,0,0,0,0,0,105.01623,0,4271.986,26.23006226,363.5482372,0.197812881,0.007723273,0,0,0,0,0,0,0,0,2.54E-06,0,0,0.00015998,0,0.191104318,0.065977575,4.119449619,15.93865305,0,1319.089514,61.47137695
1798,2.234056283,0,0.024856862,0.010070485,0,0,0,0,0,105.0081,0,4271.559,26.54644012,367.6501028,0.201606503,0.007723273,0,0,0,0,0,0,0,0,2.57E-06,0,0,0.000164008,0,0.194620088,0.067224041,4.197560018,16.12667274,0,1341.352479,62.19763903
